"report-file-0"
"Iteration" "mass_in etc.."
("Iteration" "mass_in" "mass-balance" "pressure_min")
1654 0.3448101198053268 -0.05429831348780878 -1537.031216382078
1655 0.3448101146899809 -0.05404775383604582 -1672.085631484628
1656 0.3448101095531557 -0.0537881714361278 -1801.977953700336
1657 0.3448101045425625 -0.05351966873929381 -1926.349027801023
1658 0.3448100992758694 -0.05324236640528424 -2044.516886361808
1659 0.3448100940532134 -0.05295640122182815 -2157.135849817851
1660 0.3448100887318842 -0.05266192595322877 -2264.882684197173
1661 0.3448100834785867 -0.0523591068693845 -2367.740857246533
1662 0.3448100779701814 -0.05204812302255624 -2465.984049976979
1663 0.3448100724747014 -0.05172916347333317 -2559.90034911976
1664 0.3448100670832364 -0.05140242553583468 -2649.714024772246
1665 0.3448100615207601 -0.0510681145842572 -2735.261093258202
1666 0.3448100560894357 -0.05072644015517858 -2853.716540304125
1667 0.344810050607211 -0.05037761489547909 -2999.463628255336
1668 0.3448100452521894 -0.05002185219431221 -3139.032459583501
1669 0.3448100398765945 -0.0496593650878559 -3272.99430013448
1670 0.3448100347392416 -0.04929036458436015 -3401.420656719615
1671 0.3448100297721844 -0.04891505407686109 -3524.495051309269
1672 0.3448100251217625 -0.04853363522937038 -3642.125218567502
1673 0.344810020579752 -0.04814629912323914 -3754.633308252904
1674 0.3448100161175755 -0.04775323702157308 -3862.251059655402
1675 0.3448100119563574 -0.04735461639667921 -3965.68296150776
1676 0.3448100081670429 -0.04695060466347983 -4064.314958904861
1677 0.3448100044486756 -0.04654135703841406 -4158.269489533152
1678 0.3448100011133359 -0.04612701601094849 -4248.122822449121
1679 0.3448099978850755 -0.04570771354007747 -4333.772122993
1680 0.3448099949421117 -0.04528357000382566 -4415.310202363712
1681 0.3448099923512307 -0.04485469463847647 -4493.480627273312
1682 0.3448099899824309 -0.04442118647065202 -4568.098010144938
1683 0.3448099878172712 -0.04398313361673822 -4639.245769600916
1684 0.3448099859889103 -0.04354061446237223 -4707.323548361204
1685 0.344809984216621 -0.04309370061175144 -4772.660766443833
1686 0.3448099827378821 -0.04264245605764477 -4835.397246354565
1687 0.3448099813722599 -0.04218693901642318 -4933.112505131105
1688 0.3448099802427628 -0.04172720226160109 -5039.650609415443
1689 0.3448099793929835 -0.04126329525834038 -5142.107591034743
1690 0.3448099786225607 -0.04079526461427813 -5240.628764827602
1691 0.3448099780928108 -0.04032315613745002 -5335.229502687212
1692 0.3448099777443246 -0.03984701538021074 -5426.083686346944
1693 0.344809977706815 -0.03936688939616068 -5513.267271456857
1694 0.344809977695814 -0.03888282688940642 -5596.843390946426
1695 0.3448099778932315 -0.03839487977300288 -5676.921348465928
1696 0.3448099782891851 -0.0379031044350876 -5753.649715638645
1697 0.3448099788334592 -0.03740756155471253 -5827.073589782007
1698 0.3448099795685273 -0.03690831703350095 -5897.588536131924
1699 0.3448099803164191 -0.0364054440776212 -5965.098244556549
1700 0.3448099812539657 -0.03589902175614007 -6029.854607031395
1701 0.3448099822359839 -0.03538913487031137 -6091.935608110915
1702 0.3448099833680482 -0.03487587571414669 -6151.643538448191
1703 0.3448099846403576 -0.03435934285348591 -6209.122169900917
1704 0.3448099860795777 -0.03383964159345793 -6264.405320721827
1705 0.3448099875222503 -0.03331688230354585 -6317.60299521153
1706 0.3448099890627215 -0.0327911830952306 -6368.777081761753
1707 0.3448099907329115 -0.03226266562813074 -6417.985600118198
1708 0.3448099925019004 -0.03173145890082957 -6465.997013031135
1709 0.3448099942930525 -0.03119769389071497 -6512.03493221503
1710 0.3448099961265981 -0.03066150566541498 -6556.267925243639
1711 0.34480999801015 -0.03012303199109828 -6598.892547729862
1712 0.3448099999241791 -0.02958241273554696 -6640.066316786737
1713 0.3448100019498846 -0.02903978960160175 -6679.914773383522
1714 0.3448100040777042 -0.02849530397346539 -6718.637144256531
1715 0.3448100062578624 -0.02794909307163462 -6756.352317023778
1716 0.3448100085618269 -0.0274013043843539 -6793.167050379089
1717 0.3448100108555348 -0.02685207354467439 -6829.201475037527
1718 0.3448100132310341 -0.02630153590141793 -6864.438051225847
1719 0.3448100156977448 -0.02574982394212383 -6898.907699321677
1720 0.3448100182450017 -0.02519706616582662 -6952.045100541959
1721 0.3448100209019085 -0.02464338647263931 -7011.198031612632
1722 0.3448100235698748 -0.02408890368508032 -7068.782765037714
1723 0.3448100263508043 -0.02353373055939895 -7124.551470545722
1724 0.344810029243573 -0.02297797441996691 -7178.628983488768
1725 0.3448100322600463 -0.02242173538329173 -7230.894920728513
1726 0.3448100353484452 -0.02186510701328453 -7281.257228216212
1727 0.344810038579913 -0.02130817566340615 -7329.649955576694
1728 0.3448100418705358 -0.02075102071527662 -7376.038572975396
1729 0.3448100453040815 -0.02019371407332554 -7420.434009997576
1730 0.3448100488337797 -0.01963632024806067 -7462.850581187236
1731 0.3448100524649817 -0.01907889642900845 -7503.288936646075
1732 0.3448100562318051 -0.01852149216742949 -7541.834018213574
1733 0.3448100601282048 -0.01796415029390663 -7578.522420485457
1734 0.344810064193302 -0.01740690547185181 -7613.430537741639
1735 0.3448100683333641 -0.01684978652816771 -7646.640459515635
1736 0.3448100725988382 -0.01629281526375181 -7678.243618864812
1737 0.3448100770268759 -0.01573600694355476 -7708.311589342302
1738 0.3448100815634388 -0.0151793708218611 -7736.937384379962
1739 0.3448100862082222 -0.01462291242665925 -7764.213646367322
1740 0.3448100909663461 -0.01406662812102033 -7790.240599285813
1741 0.3448100958787336 -0.01351050912421159 -7815.106269723147
1742 0.3448101009338198 -0.01295454768532739 -7838.904748254772
1743 0.3448101061014479 -0.01239872881676291 -7861.716064193063
1744 0.3448101113510449 -0.01184303220725147 -7883.617375180631
1745 0.3448101167528927 -0.0112874390257322 -7904.678080248252
1746 0.3448101222691252 -0.01073192245121846 -7924.978303232673
1747 0.3448101278954719 -0.01017645673650658 -7944.543156359183
1748 0.3448101336409427 -0.009621013620580876 -7963.412951650809
1749 0.3448101395179192 -0.009065564141712557 -7981.632595638389
1750 0.3448101455143482 -0.008510078431940626 -7999.234384824077
1751 0.3448101516234588 -0.007954526382787541 -8016.242964127733
1752 0.3448101578363688 -0.007398878034341638 -8032.678215391053
1753 0.3448101641753048 -0.00684310423466733 -8048.552051276571
1754 0.3448101706442956 -0.006287177020899259 -8063.853993072269
1755 0.3448101772182487 -0.005731070882040501 -8078.581903137067
1756 0.3448101839040044 -0.005174758864848195 -8092.72304530162
1757 0.3448101906833931 -0.004618219327311823 -8106.263820929536
1758 0.3448101975747397 -0.004061432427160228 -8119.179568510542
1759 0.3448102045795823 -0.003504381289866687 -8131.453379161628
1760 0.3448102116963221 -0.002947051722256677 -8143.066648810231
1761 0.34481021892347 -0.002389433457225698 -8154.005526734638
1762 0.3448102262604609 -0.001831519785585822 -8164.255210554302
1763 0.3448102306094121 -0.001273310200331723 -8173.790477165286
1764 0.3448102362978614 -0.0007148025269089198 -8182.636546484632
1765 0.3448102425682288 -0.0001560021615399365 -8190.788111636334
1766 0.3448102495905979 0.0004030816093205658 -8198.243230271883
1767 0.3448102572381319 0.0009624351631828953 -8205.001713116579
1768 0.3448102653740264 0.001522039951288134 -8211.064711452404
1769 0.344810273835742 0.002081873275969592 -8216.434021136391
1770 0.3448102825806008 0.002641907848644875 -8221.112104298076
1771 0.3448102914860864 0.00320211169720902 -8225.10114502907
1772 0.3448103005375424 0.003762448237239147 -8228.404649939659
1773 0.3448103097063303 0.004322876044611901 -8231.025476327362
1774 0.3448103188195633 0.004884204726544605 -8237.553276501094
1775 0.3448103225814214 0.005444707953667971 -8241.363593895236
1776 0.3448103214849891 0.00600503766246302 -8243.107714919626
1777 0.3448103164176266 0.00656519041681497 -8243.064350940766
1778 0.3448103085488345 0.007125118495396487 -8241.419460851128
1779 0.3448102991459785 0.007684761223290926 -8238.315804983276
1780 0.3448102893739917 0.008244047186509451 -8233.866225669672
1781 0.3448102802625717 0.008802895441508696 -8228.163383042249
1782 0.3448102726188318 0.009361216208518375 -8221.285636405728
1783 0.3448102670020085 0.009918911120728735 -8213.301016071917
1784 0.3448102637556174 0.01047587351546919 -8204.269248000941
1785 0.3448102630178815 0.01103198824193818 -8194.241497183973
1786 0.3448102648001672 0.01158713174477771 -8183.265253767921
1787 0.3448102690084585 0.0121411727589556 -8171.379097665904
1788 0.3448102755085983 0.01269396909861459 -8158.614071740828
1789 0.3448102840925674 0.01324537206185883 -8145.023922419249
1790 0.344810294561022 0.0137952236783358 -8130.604501466927
1791 0.3448103012245964 0.01434335177582013 -8115.319962774847
1792 0.3448103078368397 0.01488958496716558 -8099.233883740402
1793 0.3448103149373549 0.01543374019541527 -8082.356152671891
1794 0.3448103267503462 0.01597475250248159 -8086.955279179268
1795 0.344810347901187 0.01651416697466179 -8084.994015615311
1796 0.3448103774808771 0.0170509897386758 -8079.526485828081
1797 0.3448104129165976 0.01758496633651141 -8071.40456140655
1798 0.3448104513414185 0.01811586219100464 -8061.17592199992
1799 0.3448104903643464 0.01864344371286347 -8049.194800247242
1800 0.344810528176216 0.0191674772306703 -8035.742170981188
1801 0.3448105636403852 0.01968772915150291 -8020.981587988106
1802 0.3448105961082256 0.0202039664880595 -8005.033408695091
1803 0.3448106252779021 0.02071595746012067 -7987.97770682294
1804 0.3448106511220928 0.0212234726245128 -7969.85368408659
1805 0.3448106736778487 0.02172628599215604 -7950.676632842978
1806 0.3448106933018494 0.0222241766326346 -7930.463312456362
1807 0.3448107102848688 0.02271692955781823 -7909.226177475688
1808 0.3448107249559833 0.02320433787250037 -7886.971979529751
1809 0.3448107376624122 0.02368620134598692 -7863.702201295506
1810 0.3448107487522379 0.02416233127817102 -7839.413122154592
1811 0.344810758616876 0.02463254935907194 -7814.107777817816
1812 0.3448107673788265 0.02509668862263281 -7787.761452556878
1813 0.3448107754943189 0.02555459479859251 -7760.356091948801
1814 0.3448107832151833 0.02600612626243759 -7731.869687688605
1815 0.3448107907552609 0.02645115455369462 -7702.275752461418
1816 0.3448107983002038 0.02688956437786172 -7671.567313156535
1817 0.3448108060479709 0.02732125342226305 -7639.754867534924
1818 0.3448108140148561 0.02774613273512511 -7606.838270723497
1819 0.3448108222728454 0.0281641230383885 -7572.804153465471
1820 0.3448108310307409 0.02857515923913712 -7537.707096262404
1821 0.3448108403192457 0.02897918573968805 -7501.569410189202
1822 0.3448108501600242 0.02937615655498865 -7464.429666935517
1823 0.3448108605453618 0.02976603339792205 -7426.277594546937
1824 0.3448108714646325 0.03014878501571 -7387.140795966895
1825 0.3448108828963775 0.03052438584793576 -7347.048825618382
1826 0.3448108948108735 0.03089281433998925 -7306.027838191945
1827 0.3448109072340684 0.03125405189864711 -7264.114221214155
1828 0.3448109199795473 0.0316080810084855 -7221.357495746733
1829 0.3448109329431858 0.03195488404651253 -7177.803402205976
1830 0.3448109463741502 0.03229444278857757 -7133.540065465199
1831 0.3448109600281843 0.03262673582578812 -7088.618920375822
1832 0.3448109738003678 0.03295173872855256 -7043.101683618284
1833 0.3448109878643204 0.03326942308042818 -6997.03590655013
1834 0.3448110022476273 0.03357975542663938 -6950.488851187926
1835 0.3448110166434876 0.03388269538365718 -6903.521927013908
1836 0.3448110310921846 0.03417820001732819 -6856.212148548237
1837 0.3448110455911064 0.03446621837148101 -6808.629766924485
1838 0.344811060078737 0.03474669384602808 -6774.747598636377
1839 0.3448110746830272 0.03501956454052441 -6747.699463619858
1840 0.344811089429331 0.03528476327381624 -6720.597461289738
1841 0.3448111040388312 0.03554221800101448 -6693.479796964237
1842 0.3448111188028968 0.03579185341293256 -6666.340441289118
1843 0.344811133500074 0.03603359073734747 -6639.185925759049
1844 0.3448111480595927 0.03626734940968607 -6612.013254045969
1845 0.3448111628002914 0.03649304838402267 -6584.835877013888
1846 0.3448111773693329 0.03671060616925098 -6557.600860801217
1847 0.3448111920235459 0.03691994328227821 -6530.336702633899
1848 0.3448112067388993 0.03712098260180158 -6502.963311909876
1849 0.3448112214988339 0.03731365082574806 -6475.423560501968
1850 0.3448112362655351 0.03749787961643952 -6447.600573495747
1851 0.3448112510580617 0.03767360677878434 -6419.350735837743
1852 0.3448112658836505 0.03784077722110102 -6390.689602210357
1853 0.3448112807183427 0.03799934388294285 -6361.237719130017
1854 0.3448112956571008 0.03814926872177782 -6330.844884244019
1855 0.3448113105367231 0.0382905229182981 -6299.351934722536
1856 0.3448113254018926 0.0384230880052866 -6266.608332575908
1857 0.3448113402110147 0.03854695593943219 -6232.49151649978
1858 0.3448113551585288 0.03866212970757288 -6196.851356736533
1859 0.3448113702209819 0.03876862289426503 -6159.595844183909
1860 0.3448113854530189 0.03886646000597188 -6120.639381014408
1861 0.3448114006462184 0.03895567608421618 -6079.963625622368
1862 0.3448114158384002 0.03903631656773959 -6037.610368362745
1863 0.3448114310575021 0.03910843638055861 -5993.535760152799
1864 0.34481144633995 0.03917209983083408 -5947.787907180014
1865 0.3448114616862546 0.03922737967467804 -5900.4202345606
1866 0.3448114770407335 0.03927435642925348 -5851.434589591912
1867 0.3448114925852362 0.0393131176779099 -5800.886045104729
1868 0.3448115082747532 0.03934375682312535 -5748.880582838989
1869 0.3448115241590179 0.0393663723476122 -5695.470934213115
1870 0.3448115398965048 0.03938106648229667 -5640.472137654087
1871 0.3448115557596876 0.03938794524731276 -5583.825945161531
1872 0.3448115717224689 0.03938711671887019 -5525.467072293583
1873 0.3448115877617695 0.03937869047978643 -5465.376109565142
1874 0.3448116038635332 0.03936277688744877 -5403.536134695679
1875 0.3448116201167751 0.03933948651509234 -5339.984608957585
1876 0.3448116362591949 0.03930892914350526 -5274.677436405816
1877 0.3448116522410251 0.03927121390414551 -5207.589777772978
1878 0.3448116683829362 0.03922644888073135 -5138.79303533677
1879 0.3448116846515442 0.03917474066293797 -5068.382762524075
1880 0.3448117011058019 0.03911619440022718 -4996.488597726529
1881 0.3448117174638122 0.03905091342443856 -4923.247020653634
1882 0.3448117337825478 0.03897900005681859 -4848.808112307164
1883 0.3448117501019607 0.03890055548937915 -4773.297137352727
1884 0.3448117664596515 0.03881568020532117 -4696.998157401519
1885 0.3448117827471704 0.03872447422280789 -4631.103558217318
1886 0.3448117993413198 0.03862703821602265 -4587.279683734216
1887 0.3448118159324494 0.03852347278367024 -4543.435483211798
1888 0.344811832407972 0.03841387994101647 -4499.570956617121
1889 0.3448118491677586 0.03829836383635793 -4455.827703446526
1890 0.3448118659069354 0.03817703006732764 -4412.371346647577
1891 0.3448118826439776 0.03804998724267328 -4369.081682815285
1892 0.3448118993555016 0.0379173470535436 -4326.034735091579
1893 0.3448119161860321 0.0377792246701586 -4283.153207449363
1894 0.344811932957351 0.03763573845857215 -4240.360965342199
1895 0.3448119498980231 0.03748701075211125 -4197.440326842903
1896 0.3448119669576145 0.03733316712301354 -4154.175008357296
1897 0.3448119842000748 0.03717433814168869 -4110.353508188968
1898 0.3448120013176476 0.0370106528522669 -4065.76589905986
1899 0.3448120182807397 0.03684224586701684 -4020.144308183216
1900 0.3448120354444392 0.03666925337456878 -3973.279586732167
1901 0.3448120526268927 0.03649181168111942 -3924.981883925673
1902 0.344812069687538 0.0363100566411938 -3875.15003909246
1903 0.3448120869722323 0.03612412289242106 -3823.717486671481
1904 0.3448121041943604 0.0359341415865238 -3770.702747787026
1905 0.3448121213152431 0.03574023986322905 -3715.624899903829
1906 0.3448121385745664 0.03554253952326725 -3658.931078909419
1907 0.3448121559322336 0.03534115387765863 -3600.768450533688
1908 0.3448121733516202 0.03513618721790457 -3541.081474072667
1909 0.3448121908121349 0.03492773304580349 -3479.889928999537
1910 0.3448122083026631 0.03471587236023016 -3417.108280001452
1911 0.3448122258071689 0.03450067199468382 -3352.687181994272
1912 0.3448122433256872 0.0342821832129151 -3286.508977011486
1913 0.3448122609504971 0.03406044056039342 -3218.854197579467
1914 0.344812278441802 0.03383546023931711 -3149.565827325903
1915 0.344812295842121 0.03360723974591784 -3078.599307098941
1916 0.3448123132299803 0.03337575690170247 -3006.377127936473
1917 0.3448123305295557 0.03314096948769779 -2932.380186740514
1918 0.3448123479910365 0.03290281565361958 -2857.063722233059
1919 0.3448123655746905 0.03266121342358397 -2780.575000644135
1920 0.344812383227368 0.03241606157710175 -2703.102377360187
1921 0.3448124009077378 0.03216723889106998 -2624.840282769314
1922 0.3448124186252259 0.03191461187610944 -2546.046617117495
1923 0.3448124363646649 0.03165802846669952 -2486.381419909203
1924 0.3448124541212172 0.03139732404434581 -2441.563141436768
1925 0.3448124719778433 0.03113232347594125 -2396.914024583758
1926 0.3448124896135755 0.03086284314243898 -2352.51566981064
1927 0.3448125073196239 0.03058869481250293 -2308.477489494692
1928 0.3448125250848427 0.03030968814756274 -2264.88889725307
1929 0.3448125428852852 0.03002563457735952 -2221.794689149558
1930 0.3448125607102805 0.02973635070720787 -2179.163182659907
1931 0.3448125785495003 0.02944166190571951 -2136.89903139229
1932 0.3448125963991084 0.02914140594142212 -2094.869426987145
1933 0.3448126142640872 0.02883543672655081 -2052.919464604231
1934 0.344812632130866 0.02852362783169843 -2010.690606242226
1935 0.3448126500117775 0.02820587589475065 -1968.059329431732
1936 0.3448126679026012 0.02788210375478861 -1924.76147223613
1937 0.3448126858018593 0.02755226339365063 -1880.549970360783
1938 0.3448127037063166 0.02721633847194244 -1835.214005602148
1939 0.3448127216185626 0.0268743463530991 -1788.621172377843
1940 0.3448127395367383 0.02652634184150959 -1740.682637768402
1941 0.3448127574623915 0.02617241232416351 -1691.371614366389
1942 0.3448127753929938 0.02581268588196273 -1640.698166301829
1943 0.3448127933295521 0.02544732806932282 -1588.701694895422
1944 0.3448128112717386 0.02507654232715573 -1535.373150377954
1945 0.3448128292177559 0.02470056720880753 -1480.779911686546
1946 0.3448128471710725 0.02431967561849213 -1424.919995812733
1947 0.3448128651268988 0.02393417558303645 -1367.695553014024
1948 0.3448128830861031 0.0235444041336757 -1309.195945679564
1949 0.3448129011357411 0.02315072517781075 -1249.397942004468
1950 0.3448129189719206 0.02275352562414557 -1188.316366463573
1951 0.3448129368661212 0.0223532123434636 -1125.984547973497
1952 0.3448129548664097 0.02195020700950545 -1062.426969251504
1953 0.3448129727294474 0.02154494114068956 -997.8834231910967
1954 0.3448129906502418 0.02113785099366622 -932.1192586453917
1955 0.3448130086097665 0.02072937168582056 -865.3039853029353
1956 0.3448130265914481 0.02031993656972853 -797.5872529298825
1957 0.344813044670337 0.019909967787404 -729.1470139627438
1958 0.3448130625822743 0.01949987037956219 -660.0719497089689
1959 0.3448130804710429 0.01909003064855563 -590.7464952929751
1960 0.3448130982180965 0.01868080997809968 -521.2558957041311
1961 0.3448131160945054 0.01827254120567501 -451.9112412246841
1962 0.344813134096861 0.01786552422570115 -383.3891174550796
1963 0.3448131520789639 0.01746002281349024 -344.8309865143462
1964 0.3448131698893907 0.01705626315744485 -306.9961242620686
1965 0.3448131877784595 0.01665442853193411 -269.719705923875
1966 0.3448132057191627 0.01625466219386873 -233.1144099637062
1967 0.3448132236897544 0.01585706435726408 -197.26711947471
1968 0.3448132416740048 0.01546169256180235 -162.2404406222302
1969 0.3448132597003846 0.01506856291435449 -128.0695755932849
1970 0.3448132776453111 0.01467765129878607 -94.75251848816801
1971 0.3448132955329819 0.01428889552914286 -62.21401464169451
1972 0.3448133134097183 0.01390219846188834 -30.27332664957202
1973 0.3448133312194606 0.01351743108103559 1.561670396346056
1974 0.3448133490909803 0.01313443685493632 32.87478089543464
1975 0.3448133670010163 0.01275303583244225 63.93287178296237
1976 0.3448133849233184 0.01237302949863411 94.93950022753097
1977 0.3448134028441301 0.01199420593531447 126.1351749379111
1978 0.3448134207550694 0.01161634496793007 157.706610165791
1979 0.3448134386437013 0.01123922345231998 189.8156324092389
1980 0.3448134565131326 0.01086262055925707 222.5910083247653
1981 0.344813474360624 0.01048632275966049 256.1088444147624
1982 0.3448134921872626 0.01011012868923089 290.3828966627977
1983 0.3448135099907942 0.009733853764031797 325.3992138331099
1984 0.3448135277730124 0.009357333871758522 361.1138327791996
1985 0.3448135455319248 0.008980429460405559 397.4335398228005
1986 0.3448135632679981 0.008603027711652111 434.2836866241185
1987 0.3448135809834383 0.008225045165209222 471.5740359706307
1988 0.3448135986755475 0.007846429325616466 509.2044776249687
1989 0.3448136163486319 0.007467159231178078 547.133036131053
1990 0.3448136339988781 0.007087245055646341 585.2785825453285
1991 0.3448136516289441 0.006706728200270851 623.6036649656145
1992 0.3448136692363934 0.006325679751897018 662.0903665336126
1993 0.3448136868255622 0.005944198381797272 700.729960647309
1994 0.3448137043948145 0.005562407740343944 739.5172536679489
1995 0.344813721945444 0.0051804532862329 778.4791045811575
1996 0.3448137395202052 0.00479849861831827 817.6152411159428
1997 0.344813756957155 0.00441672147954586 856.8867162870805
1998 0.3448137744001319 0.004035309997338588 896.2533653027645
1999 0.34481379188665 0.003654457967945002 935.6312228789757
2000 0.3448138092721017 0.003274360169906343 974.9762072579924
2001 0.3448138266415548 0.00289520878158428 1014.223844068882
2002 0.3448138440006729 0.00251718875278123 1053.306521927422
2003 0.3448138613447295 0.002140474037420459 1092.179113133183
2004 0.3448138786259724 0.001765223964438567 1130.747685733847
2005 0.3448138959408899 0.001391580732770181 1168.928218711546
2006 0.3448139132302071 0.001019666491144988 1206.621905189146
2007 0.3448139304956197 0.000649581699223245 1243.725079420872
2008 0.3448139477587896 0.0002814037598297681 1280.126677791679
2009 0.3448139649509657 -8.48137079693112e-05 1315.715425030753
2010 0.3448139820902244 -0.000449040666945788 1350.383874293604
2011 0.3448139991545286 -0.0008112700857205724 1384.028604116463
2012 0.3448140162660142 -0.001171516422863894 1416.555289560307
2013 0.3448140333728982 -0.001529814097479709 1447.878417344989
2014 0.3448140504335454 -0.001886214827752475 1477.904082608929
2015 0.3448140674380774 -0.00224078470999356 1506.554056073895
2016 0.3448140844485737 -0.002593601041804727 1533.750931678093
2017 0.3448141014121189 -0.002944748844934564 1559.427022309085
2018 0.3448141183073122 -0.003294317088316456 1583.529733581312
2019 0.3448141352388581 -0.003642394785686953 1606.007378713923
2020 0.3448141521217685 -0.003989067527961743 1626.824209673193
2021 0.3448141689413436 -0.004334413580832031 1645.95406871398
2022 0.3448141857529926 -0.004678500436511523 1663.382696307313
2023 0.344814202540097 -0.005021381841995631 1679.107006703634
2024 0.3448142192995637 -0.005363094850712125 1693.132979785345
2025 0.344814236046902 -0.005703658101143871 1705.47494527939
2026 0.3448142527223259 -0.006043069416163394 1711.082562407617
2027 0.3448142693641839 -0.006381304986609104 1715.351866036081
2028 0.3448142859526656 -0.006718318870990947 1718.732603652079
2029 0.3448143024932653 -0.007054042798949334 1721.246659163598
2030 0.3448143189723639 -0.007388387362413207 1722.914705225046
2031 0.3448143354650353 -0.007721242808913009 1723.762216003284
2032 0.3448143519028282 -0.008052481523386779 1723.813865394925
2033 0.3448143682895428 -0.008381959772223668 1723.094931507788
2034 0.3448143846224088 -0.008709521032702894 1721.632804105433
2035 0.3448144009158217 -0.009034998898288571 1719.452522575893
2036 0.3448144171801925 -0.009358221085289997 1716.58048607704
2037 0.3448144333910298 -0.009679012692606237 1713.043524147146
2038 0.3448144495508966 -0.00999720051091546 1708.868101337083
2039 0.3448144656474048 -0.01031261647728698 1704.080190483547
2040 0.3448144817211897 -0.01062510192352101 1698.705823407739
2041 0.3448144977657603 -0.01093451067366036 1692.770565042272
2042 0.3448145137746219 -0.011240712893341 1686.299902419504
2043 0.3448145297643049 -0.01154359788225684 1678.949731523312
2044 0.3448145456775274 -0.01184307669335566 1666.407643336635
2045 0.3448145615239858 -0.01213908517961687 1653.007396412139
2046 0.3448145773126957 -0.01243158130965027 1638.80302710949
2047 0.3448145929994235 -0.01272055199597949 1623.828894736058
2048 0.3448146087299215 -0.01300600985543832 1608.148649507688
2049 0.3448146244385422 -0.01328799373896355 1591.825642571195
2050 0.3448146401008281 -0.01356656764228897 1574.900210799344
2051 0.3448146557123122 -0.01384181919138661 1557.422935601222
2052 0.3448146712718145 -0.01411385754861344 1539.442720401067
2053 0.3448146867779218 -0.01438281081337234 1521.006274207237
2054 0.3448147022299025 -0.0146488229420248 1502.157827783353
2055 0.3448147176268443 -0.01491205028188786 1482.939199622682
2056 0.3448147329746343 -0.01517265777716026 1463.389275999134
2057 0.3448147482720689 -0.01543081495828097 1443.544059555724
2058 0.3448147635112362 -0.01568669181151122 1423.435382950918
2059 0.3448147786916407 -0.01594045460258953 1403.095722446745
2060 0.3448147938142675 -0.01619226157707426 1382.544937380175
2061 0.3448148088799901 -0.0164422587087184 1361.79522245889
2062 0.3448148238892723 -0.01669057583916417 1340.853389567245
2063 0.3448148388430868 -0.01693732410792786 1319.722297976616
2064 0.3448148537861489 -0.01718259127439598 1298.403943558713
2065 0.3448148686075109 -0.01742643964631718 1276.896660221891
2066 0.3448148832914267 -0.0176689034250237 1255.196196667036
2067 0.344814897971253 -0.01790998679331607 1233.309022844963
2068 0.3448149126282846 -0.01814966284472375 1211.240093124425
2069 0.3448149272686598 -0.01838787258405872 1188.992689754291
2070 0.3448149418056723 -0.01862452490291494 1166.572665119196
2071 0.3448149562158678 -0.01885949669542414 1143.983939834348
2072 0.3448149706686858 -0.01909263366472819 1121.219425982626
2073 0.3448149850334782 -0.01932375219556864 1098.268010727117
2074 0.3448149993219752 -0.01955264153000802 1075.112301318188
2075 0.3448150135437862 -0.0197790639557876 1051.741472313662
2076 0.3448150277018574 -0.02000276054625483 1028.150647101422
2077 0.3448150418047284 -0.02022345191391423 1004.310434469944
2078 0.3448150558531506 -0.02044084478359631 980.2063584208182
2079 0.3448150698506077 -0.02065463244180049 955.827095130724
2080 0.3448150837940171 -0.02086449943116375 931.1831990658376
2081 0.3448150976831222 -0.02107012716372209 906.256830435177
2082 0.3448151115174178 -0.02127119554922013 881.0364343286972
2083 0.3448151252953364 -0.02146738877128829 855.5058578454209
2084 0.3448151390168605 -0.02165839902163502 829.6513195289862
2085 0.3448151526885433 -0.02184392991965439 803.375031234785
2086 0.344815166302271 -0.02202370041241314 776.7491455809036
2087 0.3448151798554686 -0.02219744846061983 749.7664377002731
2088 0.3448151933499521 -0.02236493225743647 722.4228412714648
2089 0.3448152067829323 -0.02252593615462878 694.7237077013848
2090 0.3448152201125242 -0.02268027076775986 666.6854721731647
2091 0.3448152334437579 -0.02282777683280041 638.3025895180153
2092 0.344815246731586 -0.02296832513649277 609.5648852989244
2093 0.3448152600345135 -0.02310181830964458 580.4541385676335
2094 0.3448152732630763 -0.02322819224476586 550.9433398843905
2095 0.3448152863899094 -0.02334741628606934 521.0001535600834
2096 0.3448152995016158 -0.02345949274545883 490.5903956081577
2097 0.3448153125717557 -0.02356445697498138 459.6854308078692
2098 0.3448153254847139 -0.023662376385785 428.2550918150185
2099 0.3448153382734801 -0.02375334916284266 396.2879849507671
2100 0.34481535096542 -0.023837502944625 363.8057536924175
2101 0.3448153635779366 -0.02391499291509303 330.8072963437696
2102 0.3448153760877881 -0.02398599977334837 297.3243984783587
2103 0.3448153885804852 -0.02405072722375373 263.363599765176
2104 0.3448154010519638 -0.0241093995052627 228.9870264482337
2105 0.3448154134831099 -0.02416225876662553 194.2573323325762
2106 0.3448154258543816 -0.02420956205167241 159.2440215908087
2107 0.3448154381767686 -0.02425157837130104 124.0181345827708
2108 0.3448154504417937 -0.02428858575344855 88.65521997757423
2109 0.3448154626443842 -0.02432086817837903 53.23758660773937
2110 0.3448154747813729 -0.02434871261049493 17.81795978232117
2111 0.3448154868297778 -0.02437240608284391 -17.56538205057127
2112 0.3448154988669582 -0.02439223272368068 -52.88475237135667
2113 0.3448155108202543 -0.02440847128379725 -88.12076464482314
2114 0.3448155227405876 -0.02442139228692042 -123.2883778435288
2115 0.3448155344804323 -0.0244312559168598 -157.9529287641243
2116 0.3448155461060682 -0.02443830942351727 -192.5960714736863
